Date,Adj Close
15/02/2022,23.180286
16/02/2022,23.043011
17/02/2022,23.386204
18/02/2022,23.886286
21/02/2022,24.092201
22/02/2022,24.651117
23/02/2022,24.131426
24/02/2022,25.102173
25/02/2022,24.437023
28/02/2022,25.273909
1/03/2022,24.939154
2/03/2022,25.204988
3/03/2022,24.929308
4/03/2022,25.618507
7/03/2022,26.947678
8/03/2022,27.252893
9/03/2022,27.76487
10/03/2022,26.603077
11/03/2022,26.435701
14/03/2022,26.160021
15/03/2022,25.431438
16/03/2022,25.52005
17/03/2022,25.766193
18/03/2022,25.569279
21/03/2022,24.880081
22/03/2022,25.579124
23/03/2022,25.057302
24/03/2022,25.598816
25/03/2022,26.484928
28/03/2022,26.544003
29/03/2022,26.455393
30/03/2022,26.465237
31/03/2022,26.327398
1/04/2022,26.514467
4/04/2022,26.750763
5/04/2022,26.829529
6/04/2022,26.199404
7/04/2022,26.396317
8/04/2022,27.164282
11/04/2022,27.745178
12/04/2022,27.430117
13/04/2022,27.479343
14/04/2022,27.97163
19/04/2022,28.394995
20/04/2022,28.079933
21/04/2022,28.355612
22/04/2022,27.853481
26/04/2022,27.046133
27/04/2022,26.563694
28/04/2022,26.307705
29/04/2022,26.465237
2/05/2022,26.228941
3/05/2022,26.022181
4/05/2022,25.785885
5/05/2022,26.475082
6/05/2022,26.022181
9/05/2022,25.608662
10/05/2022,24.683167
11/05/2022,24.476406
12/05/2022,24.318876
13/05/2022,24.200727
16/05/2022,24.397642
17/05/2022,24.515789
18/05/2022,24.486254
19/05/2022,24.545326
20/05/2022,25.175451
23/05/2022,25.057302
24/05/2022,24.653629
25/05/2022,24.880081
26/05/2022,24.2598
27/05/2022,24.358257
30/05/2022,24.624092
31/05/2022,24.653629
1/06/2022,23.993969
2/06/2022,23.925047
3/06/2022,24.2598
6/06/2022,23.993969
7/06/2022,23.629677
8/06/2022,23.89551
9/06/2022,23.393379
10/06/2022,23.058626
14/06/2022,22.861712
15/06/2022,22.891249
16/06/2022,23.531219
17/06/2022,24.407488
20/06/2022,23.285076
21/06/2022,23.383533
22/06/2022,23.20631
23/06/2022,22.920786
24/06/2022,22.68449
27/06/2022,21.404549
28/06/2022,22.024828
29/06/2022,21.158405
30/06/2022,20.567663
1/07/2022,19.957232
4/07/2022,20.410133
5/07/2022,20.666121
6/07/2022,19.297569
7/07/2022,19.445255
8/07/2022,19.455101
11/07/2022,18.962816
12/07/2022,18.923431
13/07/2022,18.696981
14/07/2022,18.903742
15/07/2022,18.38192
18/07/2022,18.372074
19/07/2022,18.24408
20/07/2022,18.74621
21/07/2022,19.051428
22/07/2022,18.962816
25/07/2022,18.982508
26/07/2022,18.391766
27/07/2022,18.224388
28/07/2022,18.322845
29/07/2022,19.002197
1/08/2022,18.972662
2/08/2022,19.218803
3/08/2022,18.903742
4/08/2022,18.716673
5/08/2022,18.854511
8/08/2022,19.199112
9/08/2022,19.376335
10/08/2022,19.159729
11/08/2022,19.031734
12/08/2022,18.81513
15/08/2022,18.952971
16/08/2022,18.785593
17/08/2022,18.923431
18/08/2022,18.38192
19/08/2022,19.051428
22/08/2022,18.204697
23/08/2022,18.332691
24/08/2022,18.066856
25/08/2022,18.60837
26/08/2022,18.24
29/08/2022,17.389999
30/08/2022,17.639999
31/08/2022,17.73
1/09/2022,17.01
2/09/2022,17.030001
5/09/2022,17.17
6/09/2022,17.049999
7/09/2022,16.77
8/09/2022,17
9/09/2022,17.65
